A07071	A07071-000220	for	rof	for	for	p-acp	\front[1]\div[1]\p[4]	0	〈◊〉	William	n1	np1	Printed at London by 〈◊〉	William Aspley , and are to be sold 〈…〉 	1-b-0150	title_page	15
A07071	A07071-000230	William	mailliW	William	William	np1	\front[1]\div[1]\p[4]\hi[2]	0	for	Aspley	p-acp	np1	Printed at London by 〈◊〉 for	Aspley , and are to be sold 〈…〉 shop in 	1-b-0160	title_page	16
A07071	A07071-000240	Aspley	yelpsA	Aspley	Aspley	np1	\front[1]\div[1]\p[4]\hi[2]	0	William	,	np1	,	Printed at London by 〈◊〉 for William	, and are to be sold 〈…〉 shop in Paules 	1-b-0170	title_page	17
A07071	A07071-000250	,	,	,	,	,	\front[1]\div[1]\p[4]\hi[2]	0	Aspley	and	np1	cc	Printed at London by 〈◊〉 for William Aspley	and are to be sold 〈…〉 shop in Paules Church-yard 	1-b-0180	title_page	18
A07071	A07071-000260	and	dna	and	and	cc	\front[1]\div[1]\p[4]	0	,	are	,	vbr	Printed at London by 〈◊〉 for William Aspley ,	are to be sold 〈…〉 shop in Paules Church-yard 	1-b-0190	title_page	19
A07071	A07071-000270	are	era	are	be	vbr	\front[1]\div[1]\p[4]	0	and	to	cc	pc-acp	at London by 〈◊〉 for William Aspley , and	to be sold 〈…〉 shop in Paules Church-yard 	1-b-0200	title_page	20
A07071	A07071-000280	to	ot	to	to	pc-acp	\front[1]\div[1]\p[4]	0	are	be	vbr	vbi	London by 〈◊〉 for William Aspley , and are	be sold 〈…〉 shop in Paules Church-yard . 	1-b-0210	title_page	21
A07071	A07071-000290	be	eb	be	be	vbi	\front[1]\div[1]\p[4]	0	to	sold	pc-acp	vvn	London by 〈◊〉 for William Aspley , and are to	sold 〈…〉 shop in Paules Church-yard . 	1-b-0220	title_page	22
A07071	A07071-000300	sold	dlos	sold	sell	vvn	\front[1]\div[1]\p[4]	0	be	〈…〉	vbi	〈…〉	by 〈◊〉 for William Aspley , and are to be	〈…〉 shop in Paules Church-yard . 	1-b-0230	title_page	23
A07071	A07071-000310	〈…〉	〉…〈	〈…〉	〈…〉	〈…〉	\front[1]\div[1]\p[4]	0	sold	shop	vvn	n1	〈◊〉 for William Aspley , and are to be sold	shop in Paules Church-yard . 	1-b-0240	title_page	24
A07071	A07071-000320	shop	pohs	shop	shop	n1	\front[1]\div[1]\p[4]	0	〈…〉	in	〈…〉	p-acp	for William Aspley , and are to be sold 〈…〉	in Paules Church-yard . 	1-b-0250	title_page	25
A07071	A07071-000330	in	ni	in	in	p-acp	\front[1]\div[1]\p[4]	0	shop	Paules	n1	npg1	William Aspley , and are to be sold 〈…〉 shop	Paules Church-yard . 	1-b-0260	title_page	26
A07071	A07071-000340	Paules	seluaP	Paul's	Paul	npg1	\front[1]\div[1]\p[4]	0	in	Church-yard	p-acp	n1	William Aspley , and are to be sold 〈…〉 shop in	Church-yard . 	1-b-0270	title_page	27
A07071	A07071-000350	Church-yard	dray-hcruhC	Churchyard	churchyard	n1	\front[1]\div[1]\p[4]	0	Paules	.	npg1	.	Aspley , and are to be sold 〈…〉 shop in Paules	. 	1-b-0280	title_page	28
A07071	A07071-000360	.	.	.	.	.	\front[1]\div[1]\p[4]	1	Church-yard		n1		to be sold 〈…〉 shop in Paules Church-yard		1-b-0290	title_page	29
A07071	A07071-000400	BENIAMINO	ONIMAINEB	BENIAMINO	beniamino	fw-la	\front[1]\div[2]\p[1]	0		IONSONIO		np1		IONSONIO POETAE ELEGANTISSIMO GRAVISSIMO 	2-b-0010	dedication	30
A07071	A07071-000410	IONSONIO	OINOSNOI	JONSONIO	JONSONIO	np1	\front[1]\div[2]\p[1]	0	BENIAMINO	POETAE	fw-la	fw-la	BENIAMINO	POETAE ELEGANTISSIMO GRAVISSIMO 	2-b-0020	dedication	31
A07071	A07071-000420	POETAE	EATEOP	POETAE	poetae	fw-la	\front[1]\div[2]\p[1]	0	IONSONIO	ELEGANTISSIMO	np1	fw-la	BENIAMINO IONSONIO	ELEGANTISSIMO GRAVISSIMO 	2-b-0030	dedication	32
A07071	A07071-000430	ELEGANTISSIMO	OMISSITNAGELE	ELEGANTISSIMO	elegantissimo	fw-la	\front[1]\div[2]\p[1]	0	POETAE	GRAVISSIMO	fw-la	fw-la	BENIAMINO IONSONIO POETAE	GRAVISSIMO 	2-b-0040	dedication	33
A07071	A07071-000440	GRAVISSIMO	OMISSIVARG	GRAVISSIMO	gravissimo	fw-la	\front[1]\div[2]\p[1]\hi[1]	0	ELEGANTISSIMO		fw-la		BENIAMINO IONSONIO POETAE ELEGANTISSIMO		2-b-0050	dedication	34
A07071	A07071-000470	AMICO	OCIMA	AMICO	AMICO	fw-la	\front[1]\div[2]\p[2]\hi[1]	0		SVO		fw-la		SVO CANDIDO ET CORDATO , IOHANNES MARSTON 	2-b-0060	dedication	35
A07071	A07071-000480	SVO	OVS	SVO	svo	fw-la	\front[1]\div[2]\p[2]	0	AMICO	CANDIDO	fw-la	np1	AMICO	CANDIDO ET CORDATO , IOHANNES MARSTON MVSARVM 	2-b-0070	dedication	36
A07071	A07071-000490	CANDIDO	ODIDNAC	CANDIDO	Candido	np1	\front[1]\div[2]\p[2]	0	SVO	ET	fw-la	fw-fr	AMICO SVO	ET CORDATO , IOHANNES MARSTON MVSARVM ALVMNVS 	2-b-0080	dedication	37
A07071	A07071-000500	ET	TE	AET	et	fw-fr	\front[1]\div[2]\p[2]	0	CANDIDO	CORDATO	np1	np1	AMICO SVO CANDIDO	CORDATO , IOHANNES MARSTON MVSARVM ALVMNVS 	2-b-0090	dedication	38
A07071	A07071-000510	CORDATO	OTADROC	CORDATO	CORDATO	np1	\front[1]\div[2]\p[2]	0	ET	,	fw-fr	,	AMICO SVO CANDIDO ET	, IOHANNES MARSTON MVSARVM ALVMNVS 	2-b-0100	dedication	39
A07071	A07071-000520	,	,	,	,	,	\front[1]\div[2]\p[2]	0	CORDATO	IOHANNES	np1	np1	AMICO SVO CANDIDO ET CORDATO	IOHANNES MARSTON MVSARVM ALVMNVS 	2-b-0110	dedication	40
A07071	A07071-000530	IOHANNES	SENNAHOI	JOHANNES	Johannes	np1	\front[1]\div[2]\p[2]\hi[2]	0	,	MARSTON	,	np1	AMICO SVO CANDIDO ET CORDATO ,	MARSTON MVSARVM ALVMNVS 	2-b-0120	dedication	41
A07071	A07071-000540	MARSTON	NOTSRAM	MARSTON	Marston	np1	\front[1]\div[2]\p[2]\hi[2]	0	IOHANNES	MVSARVM	np1	fw-la	AMICO SVO CANDIDO ET CORDATO , IOHANNES	MVSARVM ALVMNVS 	2-b-0130	dedication	42
A07071	A07071-000550	MVSARVM	MVRASVM	MUSARUM	musarum	fw-la	\front[1]\div[2]\p[2]	0	MARSTON	ALVMNVS	np1	np1	SVO CANDIDO ET CORDATO , IOHANNES MARSTON	ALVMNVS 	2-b-0140	dedication	43
A07071	A07071-000560	ALVMNVS	SVNMVLA	ALUMNUS	ALUMNUS	np1	\front[1]\div[2]\p[2]	0	MVSARVM		fw-la		CANDIDO ET CORDATO , IOHANNES MARSTON MVSARVM		2-b-0150	dedication	44
A07071	A07071-000590	ASPERAM	MAREPSA	ASPERAM	asperam	fw-la	\front[1]\div[2]\p[3]\hi[1]	0		HANC		fw-la		HANC SVAM THALIAM D. D.  	2-b-0160	dedication	45
A07071	A07071-000600	HANC	CNAH	HANC	hanc	fw-la	\front[1]\div[2]\p[3]\hi[1]	0	ASPERAM	SVAM	fw-la	fw-la	ASPERAM	SVAM THALIAM D. D.  	2-b-0170	dedication	46
A07071	A07071-000610	SVAM	MAVS	SVAM	svam	fw-la	\front[1]\div[2]\p[3]\hi[1]	0	HANC	THALIAM	fw-la	fw-la	ASPERAM HANC	THALIAM D. D.  	2-b-0180	dedication	47
A07071	A07071-000620	THALIAM	MAILAHT	THALIAM	thaliam	fw-la	\front[1]\div[2]\p[3]\hi[1]	0	SVAM	D.	fw-la	np1	ASPERAM HANC SVAM	D. D.  	2-b-0190	dedication	48
A07071	A07071-000630	D.	.D	D.	D.	np1	\front[1]\div[2]\p[3]	0	THALIAM	D.	fw-la	n1	ASPERAM HANC SVAM THALIAM	D.  	2-b-0200	dedication	49
A07071	A07071-000640	D.	.D	D.	duke	n1	\front[1]\div[2]\p[3]	0	D.		np1		ASPERAM HANC SVAM THALIAM D.	 	2-b-0210	dedication	50
A07071	A07071-000640-eos						\front[1]\div[2]\p[3]	1	D.		n1		ASPERAM HANC SVAM THALIAM D. D.		2-b-0220	dedication	51
A07071	A07071-000680	To	oT	To	to	p-acp	\front[1]\div[3]\head[1]	0		the		dt		the Reader . 	3-a-0010	to_the_reader	52
A07071	A07071-000690	the	eht	the	the	dt	\front[1]\div[3]\head[1]	0	To	Reader	p-acp	n1	To	Reader . 	3-a-0020	to_the_reader	53
A07071	A07071-000700	Reader	redaeR	Reader	reader	n1	\front[1]\div[3]\head[1]	0	the	.	dt	.	To the	. 	3-a-0030	to_the_reader	54
A07071	A07071-000710	.	.	.	.	.	\front[1]\div[3]\head[1]	1	Reader		n1		To the Reader		3-a-0040	to_the_reader	55
A07071	A07071-000740	_I	I_	I	i	pns11	\front[1]\div[3]\p[1]	0		Am		vbm		Am an ill Oratour ; and in truth , vse to 	3-a-0050	to_the_reader	56
A07071	A07071-000750	Am	mA	Am	be	vbm	\front[1]\div[3]\p[1]	0	_I	an	pns11	dt	_I	an ill Oratour ; and in truth , vse to indite 	3-a-0060	to_the_reader	57
A07071	A07071-000760	an	na	an	a	dt	\front[1]\div[3]\p[1]	0	Am	ill	vbm	j-jn	_I Am	ill Oratour ; and in truth , vse to indite 	3-a-0070	to_the_reader	58
A07071	A07071-000770	ill	lli	ill	ill	j-jn	\front[1]\div[3]\p[1]	0	an	Oratour	dt	n1	_I Am an	Oratour ; and in truth , vse to indite more 	3-a-0080	to_the_reader	59
A07071	A07071-000780	Oratour	ruotarO	Orator	orator	n1	\front[1]\div[3]\p[1]	0	ill	;	j-jn	;	_I Am an ill	; and in truth , vse to indite more honestly 	3-a-0090	to_the_reader	60
A07071	A07071-000790	;	;	;	;	;	\front[1]\div[3]\p[1]	0	Oratour	and	n1	cc	_I Am an ill Oratour	and in truth , vse to indite more honestly 	3-a-0100	to_the_reader	61
A07071	A07071-000800	and	dna	and	and	cc	\front[1]\div[3]\p[1]	0	;	in	;	p-acp	_I Am an ill Oratour ;	in truth , vse to indite more honestly then 	3-a-0110	to_the_reader	62
A07071	A07071-000810	in	ni	in	in	p-acp	\front[1]\div[3]\p[1]	0	and	truth	cc	n1	_I Am an ill Oratour ; and	truth , vse to indite more honestly then 	3-a-0120	to_the_reader	63
A07071	A07071-000820	truth	hturt	truth	truth	n1	\front[1]\div[3]\p[1]	0	in	,	p-acp	,	_I Am an ill Oratour ; and in	, vse to indite more honestly then eloquently 	3-a-0130	to_the_reader	64
A07071	A07071-000830	,	,	,	,	,	\front[1]\div[3]\p[1]	0	truth	vse	n1	vvb	_I Am an ill Oratour ; and in truth	vse to indite more honestly then eloquently 	3-a-0140	to_the_reader	65
A07071	A07071-000840	vse	esv	use	use	vvb	\front[1]\div[3]\p[1]	0	,	to	,	pc-acp	_I Am an ill Oratour ; and in truth ,	to indite more honestly then eloquently 	3-a-0150	to_the_reader	66
A07071	A07071-000850	to	ot	to	to	pc-acp	\front[1]\div[3]\p[1]	0	vse	indite	vvb	vvi	_I Am an ill Oratour ; and in truth , vse	indite more honestly then eloquently , for 	3-a-0160	to_the_reader	67
A07071	A07071-000860	indite	etidni	indite	indite	vvi	\front[1]\div[3]\p[1]	0	to	more	pc-acp	av-dc	Am an ill Oratour ; and in truth , vse to	more honestly then eloquently , for t'is 	3-a-0170	to_the_reader	68
A07071	A07071-000870	more	erom	more	more	av-dc	\front[1]\div[3]\p[1]	0	indite	honestly	vvi	av-j	ill Oratour ; and in truth , vse to indite	honestly then eloquently , for t'is my custome 	3-a-0180	to_the_reader	69
A07071	A07071-000880	honestly	yltsenoh	honestly	honest	av-j	\front[1]\div[3]\p[1]	0	more	then	av-dc	av	Oratour ; and in truth , vse to indite more	then eloquently , for t'is my custome to 	3-a-0190	to_the_reader	70
A07071	A07071-000890	then	neht	then	then	av	\front[1]\div[3]\p[1]	0	honestly	eloquently	av-j	av-j	and in truth , vse to indite more honestly	eloquently , for t'is my custome to speake 	3-a-0200	to_the_reader	71
A07071	A07071-000900	eloquently	yltneuqole	eloquently	eloquent	av-j	\front[1]\div[3]\p[1]	0	then	,	av	,	truth , vse to indite more honestly then	, for t'is my custome to speake as I think 	3-a-0210	to_the_reader	72
A07071	A07071-000910	,	,	,	,	,	\front[1]\div[3]\p[1]	0	eloquently	for	av-j	c-acp	vse to indite more honestly then eloquently	for t'is my custome to speake as I think 	3-a-0220	to_the_reader	73
A07071	A07071-000920	for	rof	for	for	c-acp	\front[1]\div[3]\p[1]	0	,	t'is	,	pn31|vbz	to indite more honestly then eloquently ,	t'is my custome to speake as I think , and 	3-a-0230	to_the_reader	74
A07071	A07071-000930	t'is	si't	'tis	it|be	pn31|vbz	\front[1]\div[3]\p[1]	0	for	my	c-acp	po11	indite more honestly then eloquently , for	my custome to speake as I think , and write 	3-a-0240	to_the_reader	75
A07071	A07071-000940	my	ym	my	my	po11	\front[1]\div[3]\p[1]	0	t'is	custome	pn31|vbz	n1	more honestly then eloquently , for t'is	custome to speake as I think , and write 	3-a-0250	to_the_reader	76
A07071	A07071-000950	custome	emotsuc	custom	custom	n1	\front[1]\div[3]\p[1]	0	my	to	po11	pc-acp	more honestly then eloquently , for t'is my	to speake as I think , and write as I speake 	3-a-0260	to_the_reader	77
A07071	A07071-000960	to	ot	to	to	pc-acp	\front[1]\div[3]\p[1]	0	custome	speake	n1	vvi	honestly then eloquently , for t'is my custome	speake as I think , and write as I speake 	3-a-0270	to_the_reader	78
A07071	A07071-000970	speake	ekaeps	speak	speak	vvi	\front[1]\div[3]\p[1]	0	to	as	pc-acp	c-acp	then eloquently , for t'is my custome to	as I think , and write as I speake . 	3-a-0280	to_the_reader	79
A07071	A07071-000980	as	sa	as	as	c-acp	\front[1]\div[3]\p[1]	0	speake	I	vvi	pns11	eloquently , for t'is my custome to speake	I think , and write as I speake . 	3-a-0290	to_the_reader	80
A07071	A07071-000990	I	I	I	I	pns11	\front[1]\div[3]\p[1]	0	as	think	c-acp	vvb	eloquently , for t'is my custome to speake as	think , and write as I speake . 	3-a-0300	to_the_reader	81
A07071	A07071-001000	think	kniht	think	think	vvb	\front[1]\div[3]\p[1]	0	I	,	pns11	,	eloquently , for t'is my custome to speake as I	, and write as I speake . 	3-a-0310	to_the_reader	82
A07071	A07071-001010	,	,	,	,	,	\front[1]\div[3]\p[1]	0	think	and	vvb	cc	for t'is my custome to speake as I think	and write as I speake . 	3-a-0320	to_the_reader	83
A07071	A07071-001020	and	dna	and	and	cc	\front[1]\div[3]\p[1]	0	,	write	,	vvi	for t'is my custome to speake as I think ,	write as I speake . 	3-a-0330	to_the_reader	84
A07071	A07071-001030	write	etirw	write	write	vvi	\front[1]\div[3]\p[1]	0	and	as	cc	c-acp	t'is my custome to speake as I think , and	as I speake . 	3-a-0340	to_the_reader	85
A07071	A07071-001040	as	sa	as	as	c-acp	\front[1]\div[3]\p[1]	0	write	I	vvi	pns11	custome to speake as I think , and write	I speake . 	3-a-0350	to_the_reader	86
A07071	A07071-001050	I	I	I	I	pns11	\front[1]\div[3]\p[1]	0	as	speake	c-acp	vvb	custome to speake as I think , and write as	speake . 	3-a-0360	to_the_reader	87
A07071	A07071-001060	speake	ekaeps	speak	speak	vvb	\front[1]\div[3]\p[1]	0	I	.	pns11	.	custome to speake as I think , and write as I	. 	3-a-0370	to_the_reader	88
A07071	A07071-001070	.	.	.	.	.	\front[1]\div[3]\p[1]	1	speake		vvb		speake as I think , and write as I speake		3-a-0380	to_the_reader	89
A07071	A07071-001100	In	nI	In	in	p-acp	\front[1]\div[3]\p[2]	0		plainenesse		n1		plainenesse therefore vnderstand , that 	3-a-0390	to_the_reader	90
A07071	A07071-001110	plainenesse	essenenialp	plainness	plainness	n1	\front[1]\div[3]\p[2]	0	In	therefore	p-acp	av	In	therefore vnderstand , that in some things 	3-a-0400	to_the_reader	91
A07071	A07071-001120	therefore	erofereht	therefore	therefore	av	\front[1]\div[3]\p[2]	0	plainenesse	vnderstand	n1	vvi	In plainenesse	vnderstand , that in some things I have 	3-a-0410	to_the_reader	92
A07071	A07071-001130	vnderstand	dnatsrednv	understand	understand	vvi	\front[1]\div[3]\p[2]	0	therefore	,	av	,	In plainenesse therefore	, that in some things I have willingly erred 	3-a-0420	to_the_reader	93
A07071	A07071-001140	,	,	,	,	,	\front[1]\div[3]\p[2]	0	vnderstand	that	vvi	cst	In plainenesse therefore vnderstand	that in some things I have willingly erred 	3-a-0430	to_the_reader	94
A07071	A07071-001150	that	taht	that	that	cst	\front[1]\div[3]\p[2]	0	,	in	,	p-acp	In plainenesse therefore vnderstand ,	in some things I have willingly erred , 	3-a-0440	to_the_reader	95
A07071	A07071-001160	in	ni	in	in	p-acp	\front[1]\div[3]\p[2]	0	that	some	cst	d	In plainenesse therefore vnderstand , that	some things I have willingly erred , as 	3-a-0450	to_the_reader	96
A07071	A07071-001170	some	emos	some	some	d	\front[1]\div[3]\p[2]	0	in	things	p-acp	n2	plainenesse therefore vnderstand , that in	things I have willingly erred , as in supposing 	3-a-0460	to_the_reader	97
A07071	A07071-001180	things	sgniht	things	thing	n2	\front[1]\div[3]\p[2]	0	some	I	d	pns11	plainenesse therefore vnderstand , that in some	I have willingly erred , as in supposing 	3-a-0470	to_the_reader	98
A07071	A07071-001190	I	I	I	I	pns11	\front[1]\div[3]\p[2]	0	things	have	n2	vhb	therefore vnderstand , that in some things	have willingly erred , as in supposing a 	3-a-0480	to_the_reader	99
A07071	A07071-001200	have	evah	have	have	vhb	\front[1]\div[3]\p[2]	0	I	willingly	pns11	av-j	therefore vnderstand , that in some things I	willingly erred , as in supposing a Duke 	3-a-0490	to_the_reader	100
A07071	A07071-001210	willingly	ylgnilliw	willingly	willing	av-j	\front[1]\div[3]\p[2]	0	have	erred	vhb	vvn	therefore vnderstand , that in some things I have	erred , as in supposing a Duke of Genoa 	3-a-0500	to_the_reader	101
A07071	A07071-001220	erred	derre	erred	err	vvn	\front[1]\div[3]\p[2]	0	willingly	,	av-j	,	vnderstand , that in some things I have willingly	, as in supposing a Duke of Genoa , and 	3-a-0510	to_the_reader	102
A07071	A07071-001230	,	,	,	,	,	\front[1]\div[3]\p[2]	0	erred	as	vvn	c-acp	that in some things I have willingly erred	as in supposing a Duke of Genoa , and in 	3-a-0520	to_the_reader	103
A07071	A07071-001240	as	sa	as	as	c-acp	\front[1]\div[3]\p[2]	0	,	in	,	p-acp	that in some things I have willingly erred ,	in supposing a Duke of Genoa , and in taking 	3-a-0530	to_the_reader	104
A07071	A07071-001250	in	ni	in	in	p-acp	\front[1]\div[3]\p[2]	0	as	supposing	c-acp	vvg	in some things I have willingly erred , as	supposing a Duke of Genoa , and in taking 	3-a-0540	to_the_reader	105
A07071	A07071-001260	supposing	gnisoppus	supposing	suppose	vvg	\front[1]\div[3]\p[2]	0	in	a	p-acp	dt	some things I have willingly erred , as in	a Duke of Genoa , and in taking names different 	3-a-0550	to_the_reader	106
A07071	A07071-001270	a	a	a	a	dt	\front[1]\div[3]\p[2]	0	supposing	Duke	vvg	n1	I have willingly erred , as in supposing	Duke of Genoa , and in taking names different 	3-a-0560	to_the_reader	107
A07071	A07071-001280	Duke	ekuD	Duke	duke	n1	\front[1]\div[3]\p[2]	0	a	of	dt	pp-f	have willingly erred , as in supposing a	of Genoa , and in taking names different 	3-a-0570	to_the_reader	108
A07071	A07071-001290	of	fo	of	of	pp-f	\front[1]\div[3]\p[2]	0	Duke	Genoa	n1	np1	willingly erred , as in supposing a Duke	Genoa , and in taking names different from 	3-a-0580	to_the_reader	109
A07071	A07071-001300	Genoa	aoneG	Genoa	Genoa	np1	\front[1]\div[3]\p[2]\hi[1]	0	of	,	pp-f	,	willingly erred , as in supposing a Duke of	, and in taking names different from that 	3-a-0590	to_the_reader	110
A07071	A07071-001310	,	,	,	,	,	\front[1]\div[3]\p[2]\hi[1]	0	Genoa	and	np1	cc	willingly erred , as in supposing a Duke of Genoa	and in taking names different from that 	3-a-0600	to_the_reader	111
A07071	A07071-001320	and	dna	and	and	cc	\front[1]\div[3]\p[2]	0	,	in	,	p-acp	erred , as in supposing a Duke of Genoa ,	in taking names different from that Citties 	3-a-0610	to_the_reader	112
A07071	A07071-001330	in	ni	in	in	p-acp	\front[1]\div[3]\p[2]	0	and	taking	cc	vvg	erred , as in supposing a Duke of Genoa , and	taking names different from that Citties 	3-a-0620	to_the_reader	113
A07071	A07071-001340	taking	gnikat	taking	take	vvg	\front[1]\div[3]\p[2]	0	in	names	p-acp	n2	as in supposing a Duke of Genoa , and in	names different from that Citties families 	3-a-0630	to_the_reader	114
A07071	A07071-001350	names	seman	names	name	n2	\front[1]\div[3]\p[2]	0	taking	different	vvg	j	supposing a Duke of Genoa , and in taking	different from that Citties families : for 	3-a-0640	to_the_reader	115
A07071	A07071-001360	different	tnereffid	different	different	j	\front[1]\div[3]\p[2]	0	names	from	n2	p-acp	supposing a Duke of Genoa , and in taking names	from that Citties families : for which some 	3-a-0650	to_the_reader	116
A07071	A07071-001370	from	morf	from	from	p-acp	\front[1]\div[3]\p[2]	0	different	that	j	d	of Genoa , and in taking names different	that Citties families : for which some may 	3-a-0660	to_the_reader	117
A07071	A07071-001380	that	taht	that	that	d	\front[1]\div[3]\p[2]	0	from	Citties	p-acp	ng1	Genoa , and in taking names different from	Citties families : for which some may wittily 	3-a-0670	to_the_reader	118
A07071	A07071-001390	Citties	seittiC	City's	city	ng1	\front[1]\div[3]\p[2]	0	that	families	d	n2	, and in taking names different from that	families : for which some may wittily accuse 	3-a-0680	to_the_reader	119
A07071	A07071-001400	families	seilimaf	families	family	n2	\front[1]\div[3]\p[2]	0	Citties	:	ng1	:	taking names different from that Citties	: for which some may wittily accuse me , 	3-a-0690	to_the_reader	120
A07071	A07071-001410	:	:	:	:	:	\front[1]\div[3]\p[2]	0	families	for	n2	p-acp	names different from that Citties families	for which some may wittily accuse me , but 	3-a-0700	to_the_reader	121
A07071	A07071-001420	for	rof	for	for	p-acp	\front[1]\div[3]\p[2]	0	:	which	:	r-crq	names different from that Citties families :	which some may wittily accuse me , but my 	3-a-0710	to_the_reader	122
A07071	A07071-001430	which	hcihw	which	which	r-crq	\front[1]\div[3]\p[2]	0	for	some	p-acp	d	different from that Citties families : for	some may wittily accuse me , but my defence 	3-a-0720	to_the_reader	123
A07071	A07071-001440	some	emos	some	some	d	\front[1]\div[3]\p[2]	0	which	may	r-crq	vmb	different from that Citties families : for which	may wittily accuse me , but my defence shall 	3-a-0730	to_the_reader	124
A07071	A07071-001450	may	yam	may	may	vmb	\front[1]\div[3]\p[2]	0	some	wittily	d	av-j	from that Citties families : for which some	wittily accuse me , but my defence shall 	3-a-0740	to_the_reader	125
A07071	A07071-001460	wittily	ylittiw	wittily	witty	av-j	\front[1]\div[3]\p[2]	0	may	accuse	vmb	vvi	that Citties families : for which some may	accuse me , but my defence shall bee as 	3-a-0750	to_the_reader	126
A07071	A07071-001470	accuse	esucca	accuse	accuse	vvi	\front[1]\div[3]\p[2]	0	wittily	me	av-j	pno11	Citties families : for which some may wittily	me , but my defence shall bee as honest 	3-a-0760	to_the_reader	127
A07071	A07071-001480	me	em	me	i	pno11	\front[1]\div[3]\p[2]	0	accuse	,	vvi	,	families : for which some may wittily accuse	, but my defence shall bee as honest , as 	3-a-0770	to_the_reader	128
A07071	A07071-001490	,	,	,	,	,	\front[1]\div[3]\p[2]	0	me	but	pno11	cc-acp	families : for which some may wittily accuse me	but my defence shall bee as honest , as 	3-a-0780	to_the_reader	129
A07071	A07071-001500	but	tub	but	but	cc-acp	\front[1]\div[3]\p[2]	0	,	my	,	po11	: for which some may wittily accuse me ,	my defence shall bee as honest , as many 	3-a-0790	to_the_reader	130
A07071	A07071-001510	my	ym	my	my	po11	\front[1]\div[3]\p[2]	0	but	defence	cc-acp	n1	for which some may wittily accuse me , but	defence shall bee as honest , as many reproofes 	3-a-0800	to_the_reader	131
A07071	A07071-001520	defence	ecnefed	defence	defence	n1	\front[1]\div[3]\p[2]	0	my	shall	po11	vmb	which some may wittily accuse me , but my	shall bee as honest , as many reproofes 	3-a-0810	to_the_reader	132
A07071	A07071-001530	shall	llahs	shall	shall	vmb	\front[1]\div[3]\p[2]	0	defence	bee	n1	vbi	some may wittily accuse me , but my defence	bee as honest , as many reproofes vnto mee 	3-a-0820	to_the_reader	133
A07071	A07071-001540	bee	eeb	be	be	vbi	\front[1]\div[3]\p[2]	0	shall	as	vmb	a-acp	wittily accuse me , but my defence shall	as honest , as many reproofes vnto mee have 	3-a-0830	to_the_reader	134
A07071	A07071-001550	as	sa	as	as	a-acp	\front[1]\div[3]\p[2]	0	bee	honest	vbi	j	wittily accuse me , but my defence shall bee	honest , as many reproofes vnto mee have 	3-a-0840	to_the_reader	135
A07071	A07071-001560	honest	tsenoh	honest	honest	j	\front[1]\div[3]\p[2]	0	as	,	a-acp	,	wittily accuse me , but my defence shall bee as	, as many reproofes vnto mee have been most 	3-a-0850	to_the_reader	136
